ID	page	entry	dutch	english	indonesian	form	variant_ID	form_common_transcription	form_common_segments	form_ipa_segments	crossref_form	crossref_common_transcription	crossref_common_segments	crossref_ID	crossref_ipa_segments	comment
1271	510	P	voltooid , klaar , gereed ; ook : verzameld , bijeen	completed , finished , ready ; also : gathered , assembled	selesai, sudah selesai, siap; juga: berkumpul, berkumpul	pahapoeè(q)	240	pahapuE(')	p a h a p u E ( ' )	p a h a p u ɛ ( ʔ )						
1272	510	P	het van plaats veranderen , zich verplaatsen	changing place , moving around	berganti tempat, berpindah-pindah	pahjo	242	pahyo	p a h y o	p a h j o						
1273	510	P	staart	tail	ekor	pahodaie		pahodai	p a h o d a i	p a h o d a i						
1274	510	P	rollen , voortrollen	rolling , rolling forward	bergulir, berguling ke depan	pahoehoedoe	243	pahuhudu	p a h u h u d u	p a h u h u d u						
1275	510	P	± 6 u. in den morgen	± 6 am in the morning	± jam 6 pagi di pagi hari	pahoemana		pahumana	p a h u m a n a	p a h u m a n a						
1276	510	P	soekoe (stam)	suku (tribe)	suku (suku)	pahoeoenaq		pahu'una'	p a h u ' u n a '	p a h u ʔ u n a ʔ						
1277	510	P	met de vuist of knokkels stooten inz. op het hoofd en het gelaat	hitting with fist or knuckles e.g. on head and face	memukul dengan kepalan tangan atau buku-buku jari, misalnya di kepala dan wajah	pahoqoekie		paho'uki	p a h o ' u k i	p a h o ʔ u k i						
1278	510	P	den bijslaap uitoefenen	have sexual intercourse	melakukan hubungan seksual	pahoraie		pahorai	p a h o r a i	p a h o r a i						
1279	510	P	regelen , rangschikken , in orde brengen	arrange , arrange , put in order	mengatur, mengatur, menertibkan	paienènèaq	244	painEnEa'	p a i n E n E a '	p a i n ɛ n ɛ a ʔ						
1280	510	P	dooden van levende wezens	killing of living beings	membunuh makhluk hidup	pakahadè	454	pakahadE	p a k a h a d E	p a k a h a d ɛ						
1281	510	P	omhelzen , in de armen houden	embrace , hold in your arms	rangkul, pegang di lengan Anda	pakahopa	245	pakahopa	p a k a h o p a	p a k a h o p a						
1282	510	P	onder eene massa herkennen , kennis maken het uit elkander kennen	recognise among a mass , meet , recognise each other	mengenali di antara massa, bertemu, mengenali satu sama lain	pakaö(w)aq		paka'o(w)a'	p a k a ' o ( w ) a '	p a k a ʔ o ( w ) a ʔ						
1283	510	P	overdwars	across , sideways	di seberang, ke samping	pakarahaq	246	pakaraha'	p a k a r a h a '	p a k a r a h a ʔ						
1284	510	P	verbieden , tegengaan , verboden zijn	prohibit , counteract , be prohibited	melarang, menangkal, dilarang	pakèho(w)oq		pakEho(w)o'	p a k E h o ( w ) o '	p a k ɛ h o ( w ) o ʔ						
1285	510	P	iets wat men ergens opplakt	something one sticks on something	sesuatu yang menempel pada sesuatu	pakè(j)aq		pakE(y)a'	p a k E ( y ) a '	p a k ɛ ( j ) a ʔ						
1286	510	P	ruilen , verwisselen	exchange , swap	pertukaran, pertukaran	pakèlie(j)a	247	pakEli(y)a	p a k E l i ( y ) a	p a k ɛ l i ( j ) a						
1287	511	P	verborgen , verscholen	hidden , tucked away	tersembunyi, terselip	pakie(j)oe		paki(y)u	p a k i ( y ) u	p a k i ( j ) u						
1288	511	P	tegen iets slaan of stooten	hit or bump into something	menabrak atau menabrak sesuatu	pakiemaha		pakimaha	p a k i m a h a	p a k i m a h a						
1289	511	P	wedijveren , wie het sterkste is	compete , who is the strongest	bersaing, siapa yang terkuat	pakieno		pakino	p a k i n o	p a k i n o						
1290	511	P	plat op den buik liggen	lie flat on your stomach	berbaring tengkurap	pakieopo	446	pakiopo	p a k i o p o	p a k i o p o						
1291	511	P	achterna komen , iemand achternaloopen om hem in te halen	chasing , running after someone to catch up with them	mengejar, berlari mengejar seseorang untuk mengejar mereka	pakoba		pakoba	p a k o b a	p a k o b a						
1292	511	P	paal , stijl , mast	pole , style , mast	tiang, gaya, tiang	pakoehè	249	pakuhE	p a k u h E	p a k u h ɛ						
1293	511	P	roeren , omroeren	stirring , stirring	mengaduk, mengaduk	pakoehie(j)aq	447	pakuhi(y)a'	p a k u h i ( y ) a '	p a k u h i ( j ) a ʔ						
1294	511	P	aaneengehecht , samengelascht , aangezet , verlengd	joined , welded together , dilated , extended	bergabung, dilas bersama, melebar, diperpanjang	pakoehö(j)aq	250	pakuhu̇(y)a'	p a k u h u̇ ( y ) a '	p a k u h ɨ ( j ) a ʔ						
1295	511	P	vertrouwen stellen , vertrouwen , lichtgeloovig	trust , confidence , credulous	kepercayaan, keyakinan, mudah percaya	pakoeienanaq		pakuinana'	p a k u i n a n a '	p a k u i n a n a ʔ						
1296	511	P	leeren	leather , or learn	kulit, atau belajar	pakoenaq		pakuna'	p a k u n a '	p a k u n a ʔ						
1297	511	P	onbeschoft , lomp	rude , boorish	kasar, tidak sopan	kèo_pakoenaq_aiekiedjaieboe	336	kEo_pakuna'_aikijaibu	k E o _ p a k u n a ' _ a i k i j a i b u	k ɛ o _ p a k u n a ʔ _ a i k i d͡ʒ a i b u						
1298	511	P	uitslag , vurigheid in het gezicht	rash , burning in the face	ruam, terbakar di wajah	pakoenoejo		pakunuyo	p a k u n u y o	p a k u n u j o						
1299	511	P	gooien , weggooien , werpen , smakken , smijten	throw , discard , throw , smack , smash	melempar, membuang, melempar, memukul, menghancurkan	pakoeoe(w)aq	448	paku'u(w)a'	p a k u ' u ( w ) a '	p a k u ʔ u ( w ) a ʔ						
1300	511	P	geschil , verschil	dispute , difference	perselisihan, perbedaan	pakoepèq	248	pakupE'	p a k u p E '	p a k u p ɛ ʔ						
1301	511	P	bevel , last	order , charge	memesan, mengisi daya	pakoe(w)aq		paku(w)a'	p a k u ( w ) a '	p a k u ( w ) a ʔ						
1302	511	P	verkrijgen , erlangen	obtain , desire	mendapatkan , keinginan	pakohaq		pakoha'	p a k o h a '	p a k o h a ʔ						
1303	511	P	in bezit genomen , gekregen worden , gevangen genomen	taken possession of , received , captured	diambil alih, diterima, ditangkap	pako(q)öhaäq		pako(')u̇ha'a'	p a k o ( ' ) u̇ h a ' a '	p a k o ( ʔ ) ɨ h a ʔ a ʔ						
1304	511	P	hinken	limping	pincang	pako(w)èhko(w)èh		pako(w)Ehko(w)Eh	p a k o ( w ) E h k o ( w ) E h	p a k o ( w ) ɛ h k o ( w ) ɛ h						
1305	511	P	duister , avond	darkness , evening	kegelapan, malam hari	pamahaoema	449	pamahauma	p a m a h a u m a	p a m a h a u m a						
1306	511	P	anders worden , veranderen	becoming different , changing	menjadi berbeda, berubah	pamahona	284	pamahona	p a m a h o n a	p a m a h o n a						
1307	511	P	de tong uitsteken	sticking the tongue out	menjulurkan lidah	pamèmèho		pamEmEho	p a m E m E h o	p a m ɛ m ɛ h o						
1308	511	P	schudden , iets of ergens aan schudden	shaking , shaking something or anything	gemetar, mengguncang sesuatu atau apapun	pana(h)	252	pana(h)	p a n a ( h )	p a n a ( h )						
1309	511	P	juist , juist van pas , toereikend , genoegzaam , voldoende , reeds , toereikend , vol , voltallig , in zijn geheel	right , just of fit , adequate , sufficient , sufficient , already , adequate , full , complete , in its entirety	tepat, sesuai, cukup, memadai, mencukupi, cukup, sudah, memadai, penuh, lengkap, secara keseluruhan	panako	253	panako	p a n a k o	p a n a k o						
1310	511	P	gelijk , gelijk zijn , gelijk in waarde	equal , being equal in value	sama, menjadi sama nilainya	panakona	254	panakona	p a n a k o n a	p a n a k o n a						
1311	511	P	zonder wederga	without equal	tanpa sama	kie(j)abaq_panakona	331	ki(y)aba'_panakona	k i ( y ) a b a ' _ p a n a k o n a	k i ( j ) a b a ʔ _ p a n a k o n a						
1312	511	P	evenbeeld , wederga	likeness , equal	kemiripan, sama	panakonaäq	255	panakona'a'	p a n a k o n a ' a '	p a n a k o n a ʔ a ʔ						
1313	511	P	aanspreken , toespreken	address , address	alamat, alamat	panaoe	256	panau	p a n a u	p a n a u						
1314	511	P	uitspannen , uitspreiden	stretch out , spread out	meregangkan tubuh, menyebar	panapa		panapa	p a n a p a	p a n a p a						
1315	511	P	op een korten afstand , dichtbij	at a short distance , close by	pada jarak dekat, dekat	panè	257	panE	p a n E	p a n ɛ						
1316	511	P	genaderd , bijna , nabij	approached , almost , near	mendekati , hampir , dekat	hopanè	273	hopanE	h o p a n E	h o p a n ɛ						
1317	511	P	bedrog , list , streek	deception , trick , prank	penipuan , trik , lelucon	panènèhaie		panEnEhai	p a n E n E h a i	p a n ɛ n ɛ h a i						
1318	511	P	spoedig , schielijk , gauw , snel , haast , spoed	quickly , quickly , quickly , quickly , hurry , rush	cepat, cepat, cepat, cepat, cepat, cepat, terburu-buru, terburu-buru	panieha(q)	450	paniha(')	p a n i h a ( ' )	p a n i ç a ( ʔ )						
1319	511	P	overal in het rond , rondom in het rond	all around , all around	di sekeliling, di sekeliling	paodèaq		paodEa'	p a o d E a '	p a o d ɛ a ʔ						
1320	512	P	ergens wegleggen , weggelegd hebben om het te bewaren , plaatsen , neerzetten	put away somewhere , put away to keep it , place , put down	menyimpan di suatu tempat, menyimpan untuk menyimpannya, menempatkan, meletakkan	paoeho(q)		pauho(')	p a u h o ( ' )	p a u h o ( ʔ )						
1321	512	P	woordentwist bijleggen	settle word strife	menyelesaikan perselisihan kata	paoe(w)a	451	pau(w)a	p a u ( w ) a	p a u ( w ) a						
1322	512	P	schudden , iets of ergens aan schudden	shaking , shaking something or anything	gemetar, mengguncang sesuatu atau apapun	paoe(w)aoe		pau(w)au	p a u ( w ) a u	p a u ( w ) a u						
1323	512	P	in geregelde volgorde op , in of naast elkander geplaatste , bij elkander behoorende voorwerpen ; stapel , stel	placed in regular order on , in or next to each other , belonging to each other ; stack , set	ditempatkan secara teratur di atas, di dalam atau di samping satu sama lain, milik satu sama lain; menumpuk, mengatur	paopajaäq	258	paopaya'a'	p a o p a y a ' a '	p a o p a j a ʔ a ʔ						
1324	512	P	plooi	fold	lipat	paopèkie(j)aq		paopEki(y)a'	p a o p E k i ( y ) a '	p a o p ɛ k i ( j ) a ʔ						
1325	512	P	wang	cheek	pipi	papa	238	papa	p a p a	p a p a						
1326	512	P	sprong , het springen	jump , jumping	melompat, melompat	papĕrabie		papėrabi	p a p ė r a b i	p a p ə r a b i						
1327	512	P	hellend , scheef	sloping , oblique	miring, miring	papèa	239	papEa	p a p E a	p a p ɛ a						
1328	512	P	geraas en getier makend	ranting and raving	mengomel dan mengoceh	papèhodie		papEhodi	p a p E h o d i	p a p ɛ h o d i						
1329	512	P	vechten , plukharen	fighting , bickering	berkelahi, bertengkar	papoedoe	452	papudu	p a p u d u	p a p u d u	èpoedoe	Epudu	E p u d u	671	ɛ p u d u	grwd. èpoedoe?
1330	512	P	stampen , aanstampen	mashing , stamping	menumbuk, mencap	paqjo		pa'yo	p a ' y o	p a ʔ j o						
1331	512	P	stap , schrede	step , stride	langkah, langkah	parabie		parabi	p a r a b i	p a r a b i						
1332	512	P	loeren , bespieden , beloeren	lurking , spying , watching	mengintai, memata-matai, mengawasi	parahoeie		parahui	p a r a h u i	p a r a h u i						
1333	512	P	in gezelschap van	in the company of	dengan ditemani oleh	parako(w)a		parako(w)a	p a r a k o ( w ) a	p a r a k o ( w ) a						
1334	512	P	verward , door elkander , dooreengemengd	confused , mixed up , intermingled	bingung, campur aduk, bercampur aduk	pariehoie(j)aqä	251	parihoi(y)a'a	p a r i h o i ( y ) a ' a	p a r i ç o i ( j ) a ʔ a						
1335	512	P	zekere boomsoort met deugdzaam timmerhout	certain tree species with decent lumber	spesies pohon tertentu dengan kayu yang layak	pariepoepoeh		paripupuh	p a r i p u p u h	p a r i p u p u h						
1336	512	P	doen maken , vervaardigen	make , manufacture	membuat, memproduksi	parieqö	262	pari'u̇	p a r i ' u̇	p a r i ʔ ɨ						
1337	512	P	vermengd , dooreengemengd , ondereengemengd	mixed , intermixed , mixed	dicampur, dicampur, dicampur	paroepèie	263	parupEi	p a r u p E i	p a r u p ɛ i						
1338	512	P	12 u. ’s middags	12 noon	12 siang	paroähaja		paro'ahaya	p a r o ' a h a y a	p a r o ʔ a h a j a						
1339	512	P	zekere pisangsoort	certain banana species	spesies pisang tertentu	parobiekie		parobiki	p a r o b i k i	p a r o b i k i						
1340	512	P	baard , sik	beard , goatee	jenggot, jenggot	paroriepo	264	paroripo	p a r o r i p o	p a r o r i p o						
1341	512	P	aangeven , aanreiken , overgeven	indicate , hand over , surrender	tunjukkan, serahkan, serahkan	pè	453	pE	p E	p ɛ						
1342	512	P	aan iemand geven , aan een ander geven	give to someone , give to another	berikan kepada seseorang, berikan kepada orang lain	haboepè		habupE	h a b u p E	h a b u p ɛ						
1343	512	P	zenden van zaken	sending of cases	pengiriman kasus	pè(j)aha	265	pE(y)aha	p E ( y ) a h a	p ɛ ( j ) a h a						
1344	512	P	gespannen , strak	tense , tight	tegang, kencang	pĕkaka		pėkaka	p ė k a k a	p ə k a k a						
1345	512	P	in de rondte draaien	whirl	pusaran	pĕkakarie(j)aq		pėkakari(y)a'	p ė k a k a r i ( y ) a '	p ə k a k a r i ( j ) a ʔ						
1346	512	P	te leen , wat teruggegeven moet worden , te leen vragen , leenen van iemand	to borrow , what must be returned , ask to borrow , borrow from someone	meminjam , apa yang harus dikembalikan , meminta meminjam , meminjam dari seseorang	pènjako	457	pEñako	p E ñ a k o	p ɛ ɲ a k o						
1347	512	P	begeerig , belust	covetous , eager	tamak, bersemangat	pènohie(j)o	266	pEnohi(y)o	p E n o h i ( y ) o	p ɛ n o h i ( j ) o						
1348	512	P	wrijven , knijpen , zacht tusschen de vingers knijpen , zacht drukken van de ledematen	rubbing , pinching , gently squeezing between the fingers , gentle pressing of the limbs	menggosok, mencubit, meremas dengan lembut di antara jari-jari, menekan anggota tubuh dengan lembut	piehie	267	pihi	p i h i	p i ç i						
1349	512	P	zekere pisangsoort	certain banana species	spesies pisang tertentu	pie(j)ako(w)èq		pi(y)ako(w)E'	p i ( y ) a k o ( w ) E '	p i ( j ) a k o ( w ) ɛ ʔ						
1350	512	P	uitkloppen van kleedingstukken	beating of garments	pemukulan pakaian	piekie(j)aq		piki(y)a'	p i k i ( y ) a '	p i k i ( j ) a ʔ						
1351	512	P	eene liaansoort	a liana species	spesies liana	piekopieko		pikopiko	p i k o p i k o	p i k o p i k o						
1352	513	P	bijten van menschen en dieren	biting humans and animals	menggigit manusia dan hewan	piekoöie		piko'oi	p i k o ' o i	p i k o ʔ o i						
1353	513	P	zich omkeeren , omdraaien in den slaap	turning around , turning over in sleep	membalikkan badan, membalikkan badan saat tidur	pienahaäq	456	pinaha'a'	p i n a h a ' a '	p i n a h a ʔ a ʔ						
1354	513	P	pak , bundel	pack , bundle	bungkus, bundel	pieöhaäq		pi'oha'a'	p i ' o h a ' a '	p i ʔ o h a ʔ a ʔ						
1355	513	P	gezien kunnen worden , te zien zijn , zichtbaar zijn	be seen , be seen , be visible	terlihat, terlihat, terlihat	piepienaq		pipina'	p i p i n a '	p i p i n a ʔ						
1356	513	P	in water afkooken	boil in water	rebus dalam air	poedaq		puda'	p u d a '	p u d a ʔ						
1357	513	P	borstvin der visschen	pectoral fin of fish	sirip dada ikan	poedarie		pudari	p u d a r i	p u d a r i	èpoedarie	Epudari	E p u d a r i	670	ɛ p u d a r i	
1358	513	P	open en bloot , openen	open and exposed , opening	terbuka dan terbuka, membuka	poekoie		pukoi	p u k o i	p u k o i						
1359	513	P	samenverbonden zooals een rist uien , bladeren van een tak , vruchten aan een steel	bound together like a row of onions , leaves on a branch , fruits on a stem	diikat menjadi satu seperti deretan bawang, daun di cabang, buah di batang	poeoenjaq		pu'uña'	p u ' u ñ a '	p u ʔ u ɲ a ʔ						
1360	513	P	iemand kwaad doen , woedend moorden , alles overhoop steken wat men ontmoet (v.g.l. : papoedoe)	to harm someone , to kill in fury , to stab everything one comes across (c.f. : papudu)	menyakiti seseorang, membunuh dengan penuh amarah, menikam segala sesuatu yang dijumpai (contoh: papudu)	poepoedoe	459	pupudu	p u p u d u	p u p u d u	papoedoe	papudu	p a p u d u	1329	p a p u d u	
1361	513	P	vluchten , wegloopen , hard loopen	flee , run away , run fast	melarikan diri, melarikan diri, lari cepat	poeqä		pu'a	p u ' a	p u ʔ a						
1362	513	P	weduwnaar	widower	duda	poerieho	458	puriho	p u r i h o	p u r i ç o						
1363	513	P	mogen	may	mungkin	pohaie		pohai	p o h a i	p o h a i						
1364	513	P	denk er over na , bedenk wel	think about it , remember	pikirkan tentang hal itu, ingat	pohoie(j)aoda		pohoi(y)aoda	p o h o i ( y ) a o d a	p o h o i ( j ) a o d a						
1365	513	P	gedachte , nadenken , overdenken	thought , ponder , contemplate	berpikir , merenungkan , merenungkan	pöhöjaq		pu̇hu̇ya'	p u̇ h u̇ y a '	p ɨ h ɨ j a ʔ						
1366	513	P	verbeelding , voorstelling , waan	imagination , representation , delusion	imajinasi, representasi, khayalan	pöhöjaq		pu̇hu̇ya'	p u̇ h u̇ y a '	p ɨ h ɨ j a ʔ						
1367	513	P	leugenachtig , leugen	lying , lie	berbohong , berbohong	poporo	268	poporo	p o p o r o	p o p o r o						
1368	513	P	vouw , gevouwen	fold , folded	lipat, dilipat	poöpèkie(j)aq		po'opEki(y)a'	p o ' o p E k i ( y ) a '	p o ʔ o p ɛ k i ( j ) a ʔ						
1369	513	R	(mal.) , hoofd	(mal.) , head	(mal.), kepala	radjo		rajo	r a j o	r a d͡ʒ o						malay
1370	513	R	(mal.) , terechtzitting , rechtbank	(mal.) , hearing , court	(mal.) , sidang , pengadilan	rapat		rapat	r a p a t	r a p a t						malay
1371	513	T	twintig ; een term , die de hoeveelheid te ruilen goed aangeeft , destijds in gebruik bij de bepaling van de ruilwaarde van diverse goederen (de waarde kwam overeen met 20 centen) ; een gewicht overeenkomende met ± 5 katis gewicht	twenty ; a term , indicating the quantity of good to be exchanged , in use at the time in determining the exchange value of various goods (the value corresponded to 20 cents) ; a weight corresponding to ± 5 katis weight	dua puluh; istilah yang menunjukkan jumlah barang yang akan ditukar, yang digunakan pada saat itu dalam menentukan nilai tukar berbagai barang (nilainya setara dengan 20 sen); berat yang setara dengan berat ± 5 katis	taka		taka	t a k a	t a k a						
1372	513	T	(mal.) , ring	(Mal.) , ring	(Mal.), dering	tjientjien		cincin	c i n c i n	t͡ʃ i n t͡ʃ i n						malay
1373	513	W	benauwd , beklemd , aamborstig	craped , constricted , asthmatic	craped, menyempit, asma	wakiepörö	461	wakipu̇ru̇	w a k i p u̇ r u̇	w a k i p ɨ r ɨ						
1374	513	count terms	een	one , a	satu, a	(è)kahaèq	3	(E)kahaE'	( E ) k a h a E '	( ɛ ) k a h a ɛ ʔ						
1375	513	count terms	twee	two	dua	adoe(w)a	51	adu(w)a	a d u ( w ) a	a d u ( w ) a						
1376	514	count terms	drie	three	tiga	akoloe		akolu	a k o l u	a k o l u						
1377	514	count terms	vier	four	empat	a(o)pa	11	a(o)pa	a ( o ) p a	a ( o ) p a						
1378	514	count terms	vijf	five	lima	adieba	47	adiba	a d i b a	a d i b a						
1379	514	count terms	zes	six	enam	akieäkiena	30	aki'akina	a k i ' a k i n a	a k i ʔ a k i n a						
1380	514	count terms	zeven	seven	tujuh	adieba_hie_adoe(w)a		adiba_hi_adu(w)a	a d i b a _ h i _ a d u ( w ) a	a d i b a _ h i _ a d u ( w ) a						
1381	514	count terms	zeven	seven	tujuh	arieba_hie_aroe(w)a		ariba_hi_aru(w)a	a r i b a _ h i _ a r u ( w ) a	a r i b a _ h i _ a r u ( w ) a						
1382	514	count terms	zeven	seven	tujuh	aliebĕ_hie_adoe(w)ĕ		alibė_hi_adu(w)ė	a l i b ė _ h i _ a d u ( w ) ė	a l i b ə _ h i _ a d u ( w ) ə						
1383	514	count terms	acht	eight	delapan	a(o)pa_hie_a(o)pa	12	a(o)pa_hi_a(o)pa	a ( o ) p a _ h i _ a ( o ) p a	a ( o ) p a _ h i _ a ( o ) p a						
